comm_cost,cost_mode,n_clients,trial,best_client_acc,predicted_global,effective_predicted_global,actual_global,effective_actual_global
0.05,fixed,10,1,0.9228295819935691,0.9197152517176634,0.8697152517176634,0.9196141479099679,0.8696141479099678
0.05,fixed,10,2,0.9372990353697749,0.9306104812054653,0.8806104812054653,0.9212218649517685,0.8712218649517685
0.05,fixed,10,3,0.8971061093247589,0.8953957497695231,0.845395749769523,0.8890675241157556,0.8390675241157556
0.05,fixed,10,4,0.9485530546623794,0.9432075085718574,0.8932075085718574,0.9453376205787781,0.8953376205787781
0.05,fixed,10,5,0.9147909967845659,0.9107852130222365,0.8607852130222364,0.909967845659164,0.859967845659164
0.05,fixed,10,6,0.932475884244373,0.9308304243661962,0.8808304243661962,0.927652733118971,0.877652733118971
0.05,fixed,10,7,0.9212218649517685,0.9138036303440243,0.8638036303440243,0.9131832797427653,0.8631832797427652
0.05,fixed,10,8,0.9356913183279743,0.9387089544908357,0.8887089544908356,0.9260450160771704,0.8760450160771703
0.05,fixed,10,9,0.927652733118971,0.9248589906375264,0.8748589906375264,0.9260450160771704,0.8760450160771703
0.05,fixed,10,10,0.9356913183279743,0.930465678253158,0.8804656782531579,0.932475884244373,0.882475884244373
0.05,fixed,10,11,0.932475884244373,0.9258399612083364,0.8758399612083364,0.9212218649517685,0.8712218649517685
0.05,fixed,10,12,0.9260450160771704,0.9220811326790355,0.8720811326790354,0.9212218649517685,0.8712218649517685
0.05,fixed,10,13,0.9356913183279743,0.9327620055929944,0.8827620055929943,0.9340836012861736,0.8840836012861736
0.05,fixed,10,14,0.9356913183279743,0.9301817060143139,0.8801817060143139,0.9244372990353698,0.8744372990353697
0.05,fixed,10,15,0.927652733118971,0.9255875521092563,0.8755875521092562,0.9244372990353698,0.8744372990353697
0.05,fixed,10,16,0.9308681672025724,0.925665134243921,0.875665134243921,0.9308681672025724,0.8808681672025723
0.05,fixed,10,17,0.9131832797427653,0.9090362157771983,0.8590362157771982,0.9083601286173634,0.8583601286173633
0.05,fixed,10,18,0.9405144694533762,0.9539094114683655,0.9039094114683655,0.9405144694533762,0.8905144694533762
0.05,fixed,10,19,0.9260450160771704,0.9208578656990052,0.8708578656990051,0.9244372990353698,0.8744372990353697
0.05,fixed,10,20,0.9437299035369775,0.9363859193361,0.8863859193361,0.9340836012861736,0.8840836012861736
0.05,fixed,10,21,0.8987138263665595,0.9029173885397034,0.8529173885397033,0.8922829581993569,0.8422829581993568
0.05,fixed,10,22,0.9260450160771704,0.9231228695993566,0.8731228695993566,0.9244372990353698,0.8744372990353697
0.05,fixed,10,23,0.9115755627009646,0.9282148382959808,0.8782148382959808,0.9083601286173634,0.8583601286173633
0.05,fixed,10,24,0.9292604501607717,0.9457349452800905,0.8957349452800905,0.9292604501607717,0.8792604501607717
0.05,fixed,10,25,0.9517684887459807,0.9471017713008794,0.8971017713008793,0.9517684887459807,0.9017684887459807
0.05,fixed,10,26,0.9212218649517685,0.9156337433886673,0.8656337433886673,0.9180064308681672,0.8680064308681672
0.05,fixed,10,27,0.9405144694533762,0.9354039515095005,0.8854039515095005,0.9372990353697749,0.8872990353697748
0.05,fixed,10,28,0.9260450160771704,0.9203308128527263,0.8703308128527263,0.9212218649517685,0.8712218649517685
0.05,fixed,10,29,0.9244372990353698,0.9337748677177866,0.8837748677177866,0.9163987138263665,0.8663987138263665
0.05,fixed,10,30,0.9147909967845659,0.906590241033597,0.8565902410335969,0.9035369774919614,0.8535369774919613
0.05,fixed,10,31,0.9356913183279743,0.9327297798502504,0.8827297798502504,0.9308681672025724,0.8808681672025723
0.05,fixed,10,32,0.9356913183279743,0.9382144018900267,0.8882144018900267,0.9212218649517685,0.8712218649517685
0.05,fixed,10,33,0.927652733118971,0.921008760823344,0.871008760823344,0.9180064308681672,0.8680064308681672
0.05,fixed,10,34,0.932475884244373,0.9341715144430158,0.8841715144430158,0.9163987138263665,0.8663987138263665
0.05,fixed,10,35,0.9389067524115756,0.9546733523600361,0.9046733523600361,0.9228295819935691,0.8728295819935691
0.05,fixed,10,36,0.9421221864951769,0.9404793287880104,0.8904793287880104,0.9421221864951769,0.8921221864951768
0.05,fixed,10,37,0.9308681672025724,0.9333726535421552,0.8833726535421551,0.9228295819935691,0.8728295819935691
0.05,fixed,10,38,0.9501607717041801,0.9459019543878868,0.8959019543878868,0.9437299035369775,0.8937299035369775
